Code AGB;Code CIQUAL;Groupe d aliment;Sous-groupe d aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total;DQR Overall;P;TiR;GR;TeR
18352;18352;boissons;boissons sans alcool;Boisson énergisante. sucrée;Energy drink. with sugar;3.2;Boisson énergisante. sucrée (18352);0.012510222;0.0022935912;0.03885904;0.014650217;0.0089235608;0.0024548656;0.0796914966;0.038935706;0.025575481;0.17779866;0.18721465;0.035436375;0.0066875618;0.4716484338;2.955497E-09;1.804502E-09;7.5698536E-07;4.5273515E-08;2.5479609E-09;7.1107797E-10;8.1027791287E-07;0.0014246475;0.0025705643;0.047543603;0.011356049;0.14616923;0.04227436;0.2513384538;0.00018334394;6.1366481E-05;0.00048524985;0.0006523435;6.7538204E-05;1.9222375E-05;0.00146906435;1.4021254E-05;8.5070925E-07;6.2422578E-06;1.1299754E-05;1.4257274E-06;4.099941E-07;3.424969655E-05;6.4128034E-07;2.6011549E-07;1.6049502E-06;1.57468E-06;6.2835512E-07;1.8009106E-07;4.88947221E-06;3.9582842E-06;1.3063501E-06;1.0496454E-05;7.7605563E-06;2.7504251E-06;7.8166517E-07;2.705373487E-05;0.0020320322;0.00010724936;0.00064506317;0.00068925272;0.00014134358;4.0490366E-05;0.003655431396;8.0926016E-06;9.4711055E-06;3.3017164E-05;1.4097614E-05;8.0375087E-06;2.2997207E-06;7.50157145E-05;0.00064087391;4.278894E-05;0.00015524035;0.00019943544;3.1184661E-05;8.8895404E-06;0.0010784128414;0.008912675;0.00022201689;0.0013170376;0.0021619127;0.00024215853;6.928173E-05;0.01292508245;0.88578814;0.17406479;0.48087895;0.93125696;0.095632628;0.026221791;2.593843259;3.9570751;0.10661649;0.39189018;1.2981754;0.15576397;0.044839654;5.954360794;0.29454823;0.025916575;0.075662696;0.0085119701;0.019399133;0.003091388;0.4271299921;0.28436168;0.36409305;4.3310171;2.4474593;3.2117757;0.92525579;11.56396262;0.00038286699;0.00014363762;0.01893914;0.0008797846;0.00091185435;0.00026338579;0.02152066935;3.2;3.67;4.02;2.3;2.83
18340;18340;boissons;boissons sans alcool;Boisson gazeuse aux fruits (à moins de 10% de jus). non sucrée. avec édulcorants;Fruit soft drink. carbonated (less than 10% of fruit juice). without sugar and with artificial sweetener(s);2.97;Boisson gazeuse aux fruits (à moins de 10% de jus). non sucrée. avec édulcorants (18340);0.00084698284;0;0.024371213;0.01439887;0.0089235608;0.0024548656;0.05099549224;0.004458047;0;0.15520657;0.18486613;0.035436375;0.0066875618;0.3866546838;2.3870977E-10;0;3.3027678E-07;4.4976681E-08;2.5479609E-09;7.1107797E-10;3.7875120964E-07;0.0025655697;0;0.062790189;0.011224017;0.14616923;0.04227436;0.2650233657;9.8053742E-06;0;0.00039650359;0.00063355868;6.7538204E-05;1.9222375E-05;0.0011266282232;8.5635194E-08;0;4.8600288E-06;1.1175345E-05;1.4257274E-06;4.099941E-07;1.7956730494E-05;5.9766875E-08;0;1.2231099E-06;1.5156804E-06;6.2835512E-07;1.8009106E-07;3.607003355E-06;2.1450568E-07;0;7.4663162E-06;7.4270529E-06;2.7504251E-06;7.8166517E-07;1.863996505E-05;2.4500459E-05;0;0.00058535718;0.00067122153;0.00014134358;4.0490366E-05;0.001462913115;4.7610815E-06;0;5.1308712E-05;1.3554695E-05;8.0375087E-06;2.2997207E-06;7.99617179E-05;5.2724498E-06;0;0.00014226318;0.00019364567;3.1184661E-05;8.8895404E-06;0.0003812555012;3.5794678E-05;0;0.0011482055;0.0020991727;0.00024215853;6.928173E-05;0.003594613138;0.016284427;0;0.42890176;0.92151294;0.095632628;0.026221791;1.488553546;0.019172934;0;0.66154568;1.2666841;0.15576397;0.044839654;2.148006338;0.047406391;0;0.096031119;0.00829599;0.019399133;0.003091388;0.174224021;0.093695661;0;3.5997096;2.4187124;3.2117757;0.92525579;10.249149151;4.3375949E-05;0;0.0083556624;0.00085089148;0.00091185435;0.00026338579;0.010425169969;2.97;2.81;2.72;3.05;3.31
18345;18345;boissons;boissons sans alcool;Boisson gazeuse aux fruits (à moins de 10% de jus). non sucrée. sans édulcorant;Fruit soft drink. carbonated (less than 10% of fruit juice). without sugar and artificial sweetener(s);2.97;Boisson gazeuse aux fruits (à moins de 10% de jus). non sucrée. sans édulcorant (18345);0.00084698284;0;0.024371213;0.01439887;0.0089235608;0.0024548656;0.05099549224;0.004458047;0;0.15520657;0.18486613;0.035436375;0.0066875618;0.3866546838;2.3870977E-10;0;3.3027678E-07;4.4976681E-08;2.5479609E-09;7.1107797E-10;3.7875120964E-07;0.0025655697;0;0.062790189;0.011224017;0.14616923;0.04227436;0.2650233657;9.8053742E-06;0;0.00039650359;0.00063355868;6.7538204E-05;1.9222375E-05;0.0011266282232;8.5635194E-08;0;4.8600288E-06;1.1175345E-05;1.4257274E-06;4.099941E-07;1.7956730494E-05;5.9766875E-08;0;1.2231099E-06;1.5156804E-06;6.2835512E-07;1.8009106E-07;3.607003355E-06;2.1450568E-07;0;7.4663162E-06;7.4270529E-06;2.7504251E-06;7.8166517E-07;1.863996505E-05;2.4500459E-05;0;0.00058535718;0.00067122153;0.00014134358;4.0490366E-05;0.001462913115;4.7610815E-06;0;5.1308712E-05;1.3554695E-05;8.0375087E-06;2.2997207E-06;7.99617179E-05;5.2724498E-06;0;0.00014226318;0.00019364567;3.1184661E-05;8.8895404E-06;0.0003812555012;3.5794678E-05;0;0.0011482055;0.0020991727;0.00024215853;6.928173E-05;0.003594613138;0.016284427;0;0.42890176;0.92151294;0.095632628;0.026221791;1.488553546;0.019172934;0;0.66154568;1.2666841;0.15576397;0.044839654;2.148006338;0.047406391;0;0.096031119;0.00829599;0.019399133;0.003091388;0.174224021;0.093695661;0;3.5997096;2.4187124;3.2117757;0.92525579;10.249149151;4.3375949E-05;0;0.0083556624;0.00085089148;0.00091185435;0.00026338579;0.010425169969;2.97;2.81;2.72;3.05;3.31
18049;18049;boissons;boissons sans alcool;Boisson gazeuse aux fruits (à moins de 10% de jus). sucrée;Fruit soft drink. carbonated (less than 10% of fruit juice). with sugar;3.54;Boisson gazeuse aux fruits (à moins de 10% de jus). sucrée (18049);0.0064858992;0.0036711025;0.03885904;0.014788849;0.0089235608;0.0024548656;0.0751833171;0.0097530244;0.020753279;0.17779866;0.1886718;0.035436375;0.0066875618;0.4391007002;1.5352551E-09;2.7381399E-09;7.5698536E-07;4.5809112E-08;2.5479609E-09;7.1107797E-10;8.1032690587E-07;0.0011139803;0.0059418869;0.047543603;0.011511755;0.14616923;0.04227436;0.2545548152;5.3581694E-05;8.8956453E-05;0.00048524985;0.00066864712;6.7538204E-05;1.9222375E-05;0.001383195696;8.2332337E-07;9.6853711E-07;6.2422578E-06;1.1420474E-05;1.4257274E-06;4.099941E-07;2.129031378E-05;1.6237726E-06;3.219712E-06;1.6049502E-06;1.5446904E-06;6.2835512E-07;1.8009106E-07;8.80157138E-06;2.2015785E-06;5.7671091E-06;1.0496454E-05;7.6082683E-06;2.7504251E-06;7.8166517E-07;2.960550017E-05;0.00011634296;0.00014599398;0.00064506317;0.00071821309;0.00014134358;4.0490366E-05;0.001807447146;3.0216346E-06;5.3044985E-06;3.3017164E-05;1.3805281E-05;8.0375087E-06;2.2997207E-06;6.54858075E-05;8.5802513E-05;0.00017900174;0.00015524035;0.00020520257;3.1184661E-05;8.8895404E-06;0.0006653213744;0.00048681981;0.00060742738;0.0013170376;0.0022270815;0.00024215853;6.928173E-05;0.00494980655;2.082777;0.48717046;0.48087895;0.93971724;0.095632628;0.026221791;4.112398069;1.0598856;2.823662;0.39189018;1.297336;0.15576397;0.044839654;5.773377404;0.5467812;0.054452941;0.075662696;0.0084521157;0.019399133;0.003091388;0.7078394737;0.11389196;0.32026387;4.3310171;2.4736809;3.2117757;0.92525579;11.37588532;0.00027607686;0.00027848367;0.01893914;0.00086189134;0.00091185435;0.00026338579;0.02153083201;3.54;3.2;3.96;3.36;3.66
18033;18033;boissons;boissons sans alcool;Boisson gazeuse aux fruits (à moins de 10% de jus). sucrée. avec édulcorants;Fruit soft drink. carbonated (less than 10% of fruit juice). with sugar and artificial sweetener(s);3.54;Boisson gazeuse aux fruits (à moins de 10% de jus). sucrée. avec édulcorants (18033);0.0064858992;0.0036711025;0.03885904;0.014788849;0.0089235608;0.0024548656;0.0751833171;0.0097530244;0.020753279;0.17779866;0.1886718;0.035436375;0.0066875618;0.4391007002;1.5352551E-09;2.7381399E-09;7.5698536E-07;4.5809112E-08;2.5479609E-09;7.1107797E-10;8.1032690587E-07;0.0011139803;0.0059418869;0.047543603;0.011511755;0.14616923;0.04227436;0.2545548152;5.3581694E-05;8.8956453E-05;0.00048524985;0.00066864712;6.7538204E-05;1.9222375E-05;0.001383195696;8.2332337E-07;9.6853711E-07;6.2422578E-06;1.1420474E-05;1.4257274E-06;4.099941E-07;2.129031378E-05;1.6237726E-06;3.219712E-06;1.6049502E-06;1.5446904E-06;6.2835512E-07;1.8009106E-07;8.80157138E-06;2.2015785E-06;5.7671091E-06;1.0496454E-05;7.6082683E-06;2.7504251E-06;7.8166517E-07;2.960550017E-05;0.00011634296;0.00014599398;0.00064506317;0.00071821309;0.00014134358;4.0490366E-05;0.001807447146;3.0216346E-06;5.3044985E-06;3.3017164E-05;1.3805281E-05;8.0375087E-06;2.2997207E-06;6.54858075E-05;8.5802513E-05;0.00017900174;0.00015524035;0.00020520257;3.1184661E-05;8.8895404E-06;0.0006653213744;0.00048681981;0.00060742738;0.0013170376;0.0022270815;0.00024215853;6.928173E-05;0.00494980655;2.082777;0.48717046;0.48087895;0.93971724;0.095632628;0.026221791;4.112398069;1.0598856;2.823662;0.39189018;1.297336;0.15576397;0.044839654;5.773377404;0.5467812;0.054452941;0.075662696;0.0084521157;0.019399133;0.003091388;0.7078394737;0.11389196;0.32026387;4.3310171;2.4736809;3.2117757;0.92525579;11.37588532;0.00027607686;0.00027848367;0.01893914;0.00086189134;0.00091185435;0.00026338579;0.02153083201;3.54;3.2;3.96;3.36;3.66
18019;18019;boissons;boissons sans alcool;Boisson gazeuse aux fruits (de 10 à 50% de jus). sucrée;Fruit soft drink. carbonated (10-50% of fruit juice). with sugar;3.54;Boisson gazeuse aux fruits (de 10 à 50% de jus). sucrée (18019);0.0064858992;0.0036711025;0.03885904;0.014788849;0.0089235608;0.0024548656;0.0751833171;0.0097530244;0.020753279;0.17779866;0.1886718;0.035436375;0.0066875618;0.4391007002;1.5352551E-09;2.7381399E-09;7.5698536E-07;4.5809112E-08;2.5479609E-09;7.1107797E-10;8.1032690587E-07;0.0011139803;0.0059418869;0.047543603;0.011511755;0.14616923;0.04227436;0.2545548152;5.3581694E-05;8.8956453E-05;0.00048524985;0.00066864712;6.7538204E-05;1.9222375E-05;0.001383195696;8.2332337E-07;9.6853711E-07;6.2422578E-06;1.1420474E-05;1.4257274E-06;4.099941E-07;2.129031378E-05;1.6237726E-06;3.219712E-06;1.6049502E-06;1.5446904E-06;6.2835512E-07;1.8009106E-07;8.80157138E-06;2.2015785E-06;5.7671091E-06;1.0496454E-05;7.6082683E-06;2.7504251E-06;7.8166517E-07;2.960550017E-05;0.00011634296;0.00014599398;0.00064506317;0.00071821309;0.00014134358;4.0490366E-05;0.001807447146;3.0216346E-06;5.3044985E-06;3.3017164E-05;1.3805281E-05;8.0375087E-06;2.2997207E-06;6.54858075E-05;8.5802513E-05;0.00017900174;0.00015524035;0.00020520257;3.1184661E-05;8.8895404E-06;0.0006653213744;0.00048681981;0.00060742738;0.0013170376;0.0022270815;0.00024215853;6.928173E-05;0.00494980655;2.082777;0.48717046;0.48087895;0.93971724;0.095632628;0.026221791;4.112398069;1.0598856;2.823662;0.39189018;1.297336;0.15576397;0.044839654;5.773377404;0.5467812;0.054452941;0.075662696;0.0084521157;0.019399133;0.003091388;0.7078394737;0.11389196;0.32026387;4.3310171;2.4736809;3.2117757;0.92525579;11.37588532;0.00027607686;0.00027848367;0.01893914;0.00086189134;0.00091185435;0.00026338579;0.02153083201;3.54;3.2;3.96;3.36;3.66
18026;18026;boissons;boissons sans alcool;Boisson gazeuse. sans jus de fruit. sucrée;Soft drink. carbonated. without fruit juice. with sugar;2.6;Boisson gazeuse. sans jus de fruit. sucrée (18026);0.026288591;0.0029585851;0.03885904;0.015753703;0.0089235608;0.0024548656;0.0952383455;0.065047772;0.027863433;0.17779866;0.1992156;0.035436375;0.0066875618;0.5120494018;5.4724425E-09;2.445095E-09;7.5698536E-07;4.7939587E-08;2.5479609E-09;7.1107797E-10;8.1610152337E-07;0.0051105291;0.0031427772;0.047543603;0.012209867;0.14616923;0.04227436;0.2564503663;0.00034829557;8.5260951E-05;0.00048524985;0.00073270958;6.7538204E-05;1.9222375E-05;0.00173827653;1.4050135E-05;1.7194803E-06;6.2422578E-06;1.2125043E-05;1.4257274E-06;4.099941E-07;3.59726376E-05;2.5057537E-06;3.866711E-07;1.6049502E-06;1.6572008E-06;6.2835512E-07;1.8009106E-07;6.96302198E-06;1.0539036E-05;1.7060112E-06;1.0496454E-05;8.2599545E-06;2.7504251E-06;7.8166517E-07;3.453354597E-05;0.0020727654;0.00022498913;0.00064506317;0.00077942403;0.00014134358;4.0490366E-05;0.003904075676;1.8164907E-05;9.0915853E-06;3.3017164E-05;1.4942277E-05;8.0375087E-06;2.2997207E-06;8.55531627E-05;0.00058893157;5.0978787E-05;0.00015524035;0.00022548223;3.1184661E-05;8.8895404E-06;0.0010607071384;0.0087571956;0.00081070159;0.0013170376;0.002447495;0.00024215853;6.928173E-05;0.01364387005;7.4839251;0.69301278;0.48087895;0.99146371;0.095632628;0.026221791;9.771134959;11.303126;0.11049071;0.39189018;1.3825012;0.15576397;0.044839654;13.388611714;1.4282967;0.030756258;0.075662696;0.0091586694;0.019399133;0.003091388;1.5663648444;0.65644079;0.34416628;4.3310171;2.6172266;3.2117757;0.92525579;12.08588226;0.00081613373;0.00011369965;0.01893914;0.00092474608;0.00091185435;0.00026338579;0.0219689596;2.6;2.3;2.82;2.35;2.93
18078;18078;boissons;boissons sans alcool;Boisson gazeuse. sans jus de fruit. sucrée. avec édulcorants;Soft drink. carbonated. without fruit juice. with sugar and artificial sweetener(s);2.6;Boisson gazeuse. sans jus de fruit. sucrée. avec édulcorants (18078);0.026288591;0.0029585851;0.03885904;0.015753703;0.0089235608;0.0024548656;0.0952383455;0.065047772;0.027863433;0.17779866;0.1992156;0.035436375;0.0066875618;0.5120494018;5.4724425E-09;2.445095E-09;7.5698536E-07;4.7939587E-08;2.5479609E-09;7.1107797E-10;8.1610152337E-07;0.0051105291;0.0031427772;0.047543603;0.012209867;0.14616923;0.04227436;0.2564503663;0.00034829557;8.5260951E-05;0.00048524985;0.00073270958;6.7538204E-05;1.9222375E-05;0.00173827653;1.4050135E-05;1.7194803E-06;6.2422578E-06;1.2125043E-05;1.4257274E-06;4.099941E-07;3.59726376E-05;2.5057537E-06;3.866711E-07;1.6049502E-06;1.6572008E-06;6.2835512E-07;1.8009106E-07;6.96302198E-06;1.0539036E-05;1.7060112E-06;1.0496454E-05;8.2599545E-06;2.7504251E-06;7.8166517E-07;3.453354597E-05;0.0020727654;0.00022498913;0.00064506317;0.00077942403;0.00014134358;4.0490366E-05;0.003904075676;1.8164907E-05;9.0915853E-06;3.3017164E-05;1.4942277E-05;8.0375087E-06;2.2997207E-06;8.55531627E-05;0.00058893157;5.0978787E-05;0.00015524035;0.00022548223;3.1184661E-05;8.8895404E-06;0.0010607071384;0.0087571956;0.00081070159;0.0013170376;0.002447495;0.00024215853;6.928173E-05;0.01364387005;7.4839251;0.69301278;0.48087895;0.99146371;0.095632628;0.026221791;9.771134959;11.303126;0.11049071;0.39189018;1.3825012;0.15576397;0.044839654;13.388611714;1.4282967;0.030756258;0.075662696;0.0091586694;0.019399133;0.003091388;1.5663648444;0.65644079;0.34416628;4.3310171;2.6172266;3.2117757;0.92525579;12.08588226;0.00081613373;0.00011369965;0.01893914;0.00092474608;0.00091185435;0.00026338579;0.0219689596;2.6;2.3;2.82;2.35;2.93
19127;19127;boissons;boissons sans alcool;Boisson lactée aromatisée à la fraise. sucrée. au lait partiellement écrémé. enrichie à la vitamine D;Strawberry flavoured milk. with sugar. partially skimmed. fortified with vitamins D;2.9;Boisson lactée aromatisée à la fraise. sucrée. au lait partiellement écrémé. enrichie à la vitamine D (19127);0.088851865;0.0014477577;0.03885904;0.015711414;0.0089235608;0.0024548656;0.1562485031;0.94669556;0.011305648;0.17779866;0.20258342;0.035436375;0.0066875618;1.3805072248;2.0599141E-08;1.8125338E-09;7.5698536E-07;4.9116633E-08;2.5479609E-09;7.1107797E-10;8.3177270667E-07;0.033095022;0.016972016;0.047543603;0.012341697;0.14616923;0.04227436;0.298395928;0.0014881963;2.3259232E-05;0.00048524985;0.00067099742;6.7538204E-05;1.9222375E-05;0.002754463381;7.1594517E-05;6.6727231E-07;6.2422578E-06;1.2187834E-05;1.4257274E-06;4.099941E-07;9.252760261E-05;2.2784831E-05;5.285143E-08;1.6049502E-06;1.66631E-06;6.2835512E-07;1.8009106E-07;2.691738881E-05;6.1217289E-05;3.9096777E-07;1.0496454E-05;8.1590232E-06;2.7504251E-06;7.8166517E-07;8.379582424E-05;0.0107085;5.0715382E-05;0.00064506317;0.00071949317;0.00014134358;4.0490366E-05;0.012305605668;0.0001024623;8.3885823E-07;3.3017164E-05;1.4910489E-05;8.0375087E-06;2.2997207E-06;0.00016156604063;0.0034619652;8.0053759E-06;0.00015524035;0.00020308901;3.1184661E-05;8.8895404E-06;0.0038683741373;0.046660063;7.6266775E-05;0.0013170376;0.0022004279;0.00024215853;6.928173E-05;0.050565235535;10.829146;0.023266964;0.48087895;1.0137052;0.095632628;0.026221791;12.468851533;58.621329;0.047493838;0.39189018;1.3933984;0.15576397;0.044839654;60.654715042;0.30445047;0.0010420376;0.075662696;0.0091358986;0.019399133;0.003091388;0.4127816232;2.0425996;0.49644424;4.3310171;2.6606535;3.2117757;0.92525579;13.66774593;0.0021044008;2.8432808E-05;0.01893914;0.00093586662;0.00091185435;0.00026338579;0.023183080368;2.9;3.15;3.05;2.33;3.08
19122;19122;boissons;boissons sans alcool;Boisson lactée aromatisée au chocolat. sucrée. au lait partiellement écrémé. enrichie et/ou restaurée en vitamines et/ou minéraux;Chocolate flavoured milk. with sugar. partially skimmed. fortified with vitamins and chemicals elements;2.9;Boisson lactée aromatisée au chocolat. sucrée. au lait partiellement écrémé. enrichie et/ou restaurée en vitamines et/ou minéraux (19122);0.088851865;0.0014477577;0.03885904;0.015711414;0.0089235608;0.0024548656;0.1562485031;0.94669556;0.011305648;0.17779866;0.20258342;0.035436375;0.0066875618;1.3805072248;2.0599141E-08;1.8125338E-09;7.5698536E-07;4.9116633E-08;2.5479609E-09;7.1107797E-10;8.3177270667E-07;0.033095022;0.016972016;0.047543603;0.012341697;0.14616923;0.04227436;0.298395928;0.0014881963;2.3259232E-05;0.00048524985;0.00067099742;6.7538204E-05;1.9222375E-05;0.002754463381;7.1594517E-05;6.6727231E-07;6.2422578E-06;1.2187834E-05;1.4257274E-06;4.099941E-07;9.252760261E-05;2.2784831E-05;5.285143E-08;1.6049502E-06;1.66631E-06;6.2835512E-07;1.8009106E-07;2.691738881E-05;6.1217289E-05;3.9096777E-07;1.0496454E-05;8.1590232E-06;2.7504251E-06;7.8166517E-07;8.379582424E-05;0.0107085;5.0715382E-05;0.00064506317;0.00071949317;0.00014134358;4.0490366E-05;0.012305605668;0.0001024623;8.3885823E-07;3.3017164E-05;1.4910489E-05;8.0375087E-06;2.2997207E-06;0.00016156604063;0.0034619652;8.0053759E-06;0.00015524035;0.00020308901;3.1184661E-05;8.8895404E-06;0.0038683741373;0.046660063;7.6266775E-05;0.0013170376;0.0022004279;0.00024215853;6.928173E-05;0.050565235535;10.829146;0.023266964;0.48087895;1.0137052;0.095632628;0.026221791;12.468851533;58.621329;0.047493838;0.39189018;1.3933984;0.15576397;0.044839654;60.654715042;0.30445047;0.0010420376;0.075662696;0.0091358986;0.019399133;0.003091388;0.4127816232;2.0425996;0.49644424;4.3310171;2.6606535;3.2117757;0.92525579;13.66774593;0.0021044008;2.8432808E-05;0.01893914;0.00093586662;0.00091185435;0.00026338579;0.023183080368;2.9;3.15;3.05;2.33;3.08
18304;18304;boissons;boissons sans alcool;Boisson plate aux fruits (10 à 50% de jus). à teneur réduite en sucres;Fruit soft drink. still (10-50% of fruit juice). reduced sugar;3.56;Boisson plate aux fruits (10 à 50% de jus). à teneur réduite en sucres (18304);0.029337351;0.0048955986;0.03885904;0.014988295;0.0089235608;0.0024548656;0.099458711;0.091306974;0.059533076;0.17779866;0.19037357;0.035436375;0.0066875618;0.5611362168;6.9308485E-09;4.201727E-09;7.5698536E-07;4.5672777E-08;2.5479609E-09;7.1107797E-10;8.1704975137E-07;0.0033408988;0.0058678499;0.047543603;0.01153364;0.14616923;0.04227436;0.2567295817;0.00042995444;0.00014241771;0.00048524985;0.00067761039;6.7538204E-05;1.9222375E-05;0.001821992969;3.2880829E-05;1.970963E-06;6.2422578E-06;1.1467093E-05;1.4257274E-06;4.099941E-07;5.43968643E-05;1.5038476E-06;5.8590572E-07;1.6049502E-06;1.6540385E-06;6.2835512E-07;1.8009106E-07;6.1571882E-06;9.2824551E-06;2.8754764E-06;1.0496454E-05;8.2091418E-06;2.7504251E-06;7.8166517E-07;3.439561757E-05;0.0047652586;0.00024901324;0.00064506317;0.00071350594;0.00014134358;4.0490366E-05;0.006554674896;1.8977721E-05;2.1887235E-05;3.3017164E-05;1.4827878E-05;8.0375087E-06;2.2997207E-06;9.90472274E-05;0.0015028945;9.9861725E-05;0.00015524035;0.00020722309;3.1184661E-05;8.8895404E-06;0.0020052938664;0.020900851;0.00051607881;0.0013170376;0.0022463024;0.00024215853;6.928173E-05;0.02529171007;2.0772356;0.40633955;0.48087895;0.94436334;0.095632628;0.026221791;4.030671859;9.2796199;0.24820057;0.39189018;1.3405335;0.15576397;0.044839654;11.460847774;0.69073634;0.0022561495;0.075662696;0.0088024786;0.019399133;0.003091388;0.7999481851;0.66684817;0.8461246;4.3310171;2.4861259;3.2117757;0.92525579;12.46714726;0.00089785006;0.00033462316;0.01893914;0.00091864788;0.00091185435;0.00026338579;0.02226550124;3.56;4.11;4.51;2.5;3.13
18339;18339;boissons;boissons sans alcool;Boisson plate aux fruits (10 à 50% de jus). sucrée;Fruit soft drink. still (10-50% of fruit juice). with sugar;3.56;Boisson plate aux fruits (10 à 50% de jus). sucrée (18339);0.029337351;0.0048955986;0.03885904;0.014988295;0.0089235608;0.0024548656;0.099458711;0.091306974;0.059533076;0.17779866;0.19037357;0.035436375;0.0066875618;0.5611362168;6.9308485E-09;4.201727E-09;7.5698536E-07;4.5672777E-08;2.5479609E-09;7.1107797E-10;8.1704975137E-07;0.0033408988;0.0058678499;0.047543603;0.01153364;0.14616923;0.04227436;0.2567295817;0.00042995444;0.00014241771;0.00048524985;0.00067761039;6.7538204E-05;1.9222375E-05;0.001821992969;3.2880829E-05;1.970963E-06;6.2422578E-06;1.1467093E-05;1.4257274E-06;4.099941E-07;5.43968643E-05;1.5038476E-06;5.8590572E-07;1.6049502E-06;1.6540385E-06;6.2835512E-07;1.8009106E-07;6.1571882E-06;9.2824551E-06;2.8754764E-06;1.0496454E-05;8.2091418E-06;2.7504251E-06;7.8166517E-07;3.439561757E-05;0.0047652586;0.00024901324;0.00064506317;0.00071350594;0.00014134358;4.0490366E-05;0.006554674896;1.8977721E-05;2.1887235E-05;3.3017164E-05;1.4827878E-05;8.0375087E-06;2.2997207E-06;9.90472274E-05;0.0015028945;9.9861725E-05;0.00015524035;0.00020722309;3.1184661E-05;8.8895404E-06;0.0020052938664;0.020900851;0.00051607881;0.0013170376;0.0022463024;0.00024215853;6.928173E-05;0.02529171007;2.0772356;0.40633955;0.48087895;0.94436334;0.095632628;0.026221791;4.030671859;9.2796199;0.24820057;0.39189018;1.3405335;0.15576397;0.044839654;11.460847774;0.69073634;0.0022561495;0.075662696;0.0088024786;0.019399133;0.003091388;0.7999481851;0.66684817;0.8461246;4.3310171;2.4861259;3.2117757;0.92525579;12.46714726;0.00089785006;0.00033462316;0.01893914;0.00091864788;0.00091185435;0.00026338579;0.02226550124;3.56;4.11;4.51;2.5;3.13
18023;18023;boissons;boissons sans alcool;Boisson plate aux fruits (à moins de 10% de jus). sucrée;Fruit soft drink. still (less than 10% of fruit juice). with sugar;3.31;Boisson plate aux fruits (à moins de 10% de jus). sucrée (18023);0.029337351;0.0048955986;0.03885904;0.014988295;0.0089235608;0.0024548656;0.099458711;0.091306974;0.059533076;0.17779866;0.19037357;0.035436375;0.0066875618;0.5611362168;6.9308485E-09;4.201727E-09;7.5698536E-07;4.5672777E-08;2.5479609E-09;7.1107797E-10;8.1704975137E-07;0.0033408988;0.0058678499;0.047543603;0.01153364;0.14616923;0.04227436;0.2567295817;0.00042995444;0.00014241771;0.00048524985;0.00067761039;6.7538204E-05;1.9222375E-05;0.001821992969;3.2880829E-05;1.970963E-06;6.2422578E-06;1.1467093E-05;1.4257274E-06;4.099941E-07;5.43968643E-05;1.5038476E-06;5.8590572E-07;1.6049502E-06;1.6540385E-06;6.2835512E-07;1.8009106E-07;6.1571882E-06;9.2824551E-06;2.8754764E-06;1.0496454E-05;8.2091418E-06;2.7504251E-06;7.8166517E-07;3.439561757E-05;0.0047652586;0.00024901324;0.00064506317;0.00071350594;0.00014134358;4.0490366E-05;0.006554674896;1.8977721E-05;2.1887235E-05;3.3017164E-05;1.4827878E-05;8.0375087E-06;2.2997207E-06;9.90472274E-05;0.0015028945;9.9861725E-05;0.00015524035;0.00020722309;3.1184661E-05;8.8895404E-06;0.0020052938664;0.020900851;0.00051607881;0.0013170376;0.0022463024;0.00024215853;6.928173E-05;0.02529171007;2.0772356;0.40633955;0.48087895;0.94436334;0.095632628;0.026221791;4.030671859;9.2796199;0.24820057;0.39189018;1.3405335;0.15576397;0.044839654;11.460847774;0.69073634;0.0022561495;0.075662696;0.0088024786;0.019399133;0.003091388;0.7999481851;0.66684817;0.8461246;4.3310171;2.4861259;3.2117757;0.92525579;12.46714726;0.00089785006;0.00033462316;0.01893914;0.00091864788;0.00091185435;0.00026338579;0.02226550124;3.31;3.6;4.51;2.5;2.63
